Server Name,FQDN,System Role,App_Name,Segment,App_Owner,Operating System,O/S Service Pack,Server Model,Service Tag,BIOS Ver,Clustered Y-N,BMC Ver,CMC Ver,CPLD Ver,PERC Type,PERC F/W,Processor Type,Processor Speed,Mem (MB),Kernel Ver,SCCM Agent,BL Agent,VAS Ver,IP addr,Subnet Mask,Bonded/Teamed Y-N,DHCP Enabled Y-N,MAC Addr,Gateway,NIC Model,NIC Driver,NIC F/W,NIC Speed,DRAC DNS Name,DRAC Type,DRAC F/W,DRAC Static/DHCP,DRAC IP addr,DRAC Mask,DRAC in DNS? Y-N,SYS O/S Part Size,PERC Vol 1 RAID Type,PERC Vol 1 Size,PERC Vol 2 Type,PERC Vol 2 Size,HBA Model,HBA F/W,HBA Driver,iSCSI Ip addr1,iSCSI Mask1,iSCSI Ip addr2,iSCSI Mask2,Equallogic HIT KIT Ver,Path Software Types,Path Software Ver,Naviagent Service on-off,Naviagent Ver,OMSA Ver,VIP IP,VIP FQDN,Scan Date
aussoasitapp62,aussoasitapp62.us.dell.com,PRODUCTION,Oracle Service Bus,GOCQ,"Kommana, Chuck",OEL,6.5,VMware Virtual Platform,VMware-42 13 f1 f9 60 28 e6 08-3c 46 35 9b 36 cf a3 93,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,15947,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.61,255.255.224.0,N,N,00:50:56:93:25:4b,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,53.7 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausuldlsoaap08,ausuldlsoaap08.us.dell.com,PRODUCTION,Billing and Revenue Management (BRM),ETS,"Wheeler, John W",OEL,7,VMware Virtual Platform,VMware-42 27 b4 9e ac 86 2a 67-12 d7 03 bb c5 d3 6a 18,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,15881,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.166.212.144,255.255.255.0,N,N,00:50:56:a7:19:6b,10.166.212.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,128.8 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausuldpnovoap31,ausuldpnovoap31.us.dell.com,PRODUCTION,Billing and Revenue Management (BRM),ETS,"Wheeler, John W",OEL,7,VMware Virtual Platform,VMware-42 27 ef 68 c1 20 56 59-8a 84 7b ea 20 05 de e2,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,15881,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.23,255.255.240.0,N,N,00:50:56:a7:42:cd,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,42.9 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
blrplivrwl04,blrplivrwl04.blr.apac.dell.com,PRODUCTION,HRDM - Human Resources Document Management,GOCQ,"Stangl, Gabriela",OEL,7,PowerEdge R630,64GJH92,1.5.4,N,na,na,na,na,na,32xIntel(R) Xeon(R) E5-2630,1200.000Mhz,31903,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.117.132.95,255.255.255.0,Y,N,ec:f4:bb:ec:8b:38,10.117.132.1,Intel Corporation Ethernet Controller 10-Gigabit X540-AT2 (rev 03),ixgbe,0x800005a0,Autoneg on 1000Mb/s Full Duplex,RACADM Error/RAC Not Configured,na,na,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,299.4 GB,na,299.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.3.0,na,na,8/3/2016
u4vmotcdschap07,u4vmotcdschap07.us.dell.com,PRODUCTION,RTPA,DCS,"Szymanski, Carlon",OEL,6.5,VMware Virtual Platform,VMware-42 28 ce 41 d7 18 e0 4b-48 4f 18 83 a4 9a 4d f6,6,N,na,na,na,na,na,1xIntel(R) Xeon(R) E5-2660,2200.000Mhz,6858,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.160.225.84,255.255.240.0,N,N,00:50:56:a8:4f:ab,10.160.224.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,21.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausdlappdynae02,ausdlappdynae02.us.dell.com,PRODUCTION,RTPA,DCS,"Szymanski, Carlon",OEL,7,VMware Virtual Platform,VMware-42 27 99 7e f3 62 0e cd-a1 9a 16 fa d5 db 58 b8,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,7817,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.66,255.255.240.0,N,N,00:50:56:a7:7f:17,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,34.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausdlappdynae01,ausdlappdynae01.us.dell.com,PRODUCTION,Corporate Oracle WebCenter (COWC),GOCQ,"Stangl, Gabriela",OEL,7,VMware Virtual Platform,VMware-42 27 a6 25 c6 ab 33 3b-f9 3b 9e e8 46 35 21 1e,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,7817,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.65,255.255.240.0,N,N,00:50:56:a7:6f:04,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,34.4 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
aussoasitapp63,aussoasitapp63.us.dell.com,PRODUCTION,Oracle Service Bus,GOCQ,"Kommana, Chuck",OEL,6.5,VMware Virtual Platform,VMware-42 13 10 15 e6 6d 07 97-33 6c da a2 75 86 51 d3,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,15947,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.62,255.255.224.0,N,N,00:50:56:93:41:07,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,53.7 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausdbplapp1,ausdbplapp1.us.dell.com,PRODUCTION,Billing and Revenue Management (BRM),ETS,"Wheeler, John W",OEL,7,VMware Virtual Platform,VMware-42 3d 27 b5 81 f0 a0 d4-93 2d 96 c5 69 c5 52 ea,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,15881,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.160.148.238,255.255.240.0,N,N,00:50:56:bd:51:0a,10.160.144.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,53.7 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausflemspdrdb02,ausflemspdrdb02.us.dell.com,PRODUCTION,Billing and Revenue Management (BRM),ETS,"Wheeler, John W",OEL,7,PowerEdge M620,3ZC6842,2.5.2,Y,na,5.12,1.0.7,PERC H710P,21.3.1-0004,12xIntel(R) Xeon(R) E5-2630L,1199.921Mhz,31965,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.177.117.162,255.255.252.0,Y,N,54:9f:35:71:21:65,10.177.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000818,Autoneg on 10000Mb/s Full Duplex,idrac-3ZC6842,iDRAC7,2.10.10.10,Static,10.177.122.185,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A12 (U3F2.01A12),8.3.7.34.3p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-85.el7_2.1.x86_64,na,na,8.3.0,10.177.117.163,ausflemspdrdb02-vip.us.dell.com,8/3/2016
vmscratch01,vmscratch01.us.dell.com,PRODUCTION,HRDM - Human Resources Document Management,GOCQ,"Stangl, Gabriela",OEL,7,VMware Virtual Platform,VMware-42 3d 1c 24 5f 69 bb 5c-67 48 54 04 8c 98 5e 7a,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3785,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.160.151.68,255.255.240.0,N,N,00:50:56:bd:76:81,10.160.144.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,510.0 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausflemspdrdb01,ausflemspdrdb01.us.dell.com,PRODUCTION,RTPA,DCS,"Szymanski, Carlon",OEL,7,PowerEdge M620,40H6842,2.5.2,Y,na,5.12,1.0.7,PERC H710P,21.3.1-0004,12xIntel(R) Xeon(R) E5-2630L,1200.000Mhz,31965,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.177.117.160,255.255.252.0,Y,N,54:9f:35:72:84:a5,10.177.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000818,Autoneg on 10000Mb/s Full Duplex,idrac-40H6842,iDRAC7,2.10.10.10,Static,10.177.122.184,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A12 (U3F2.01A12),8.3.7.34.3p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-85.el7_2.1.x86_64,na,na,8.1.0,10.177.117.161,ausflemspdrdb01-vip.us.dell.com,8/2/2016
ausflbhm2db02,ausflbhm2db02.us.dell.com,PRODUCTION,RTPA,DCS,"Szymanski, Carlon",OEL,7,PowerEdge M630,7VPQ382,1.4.5,N,na,5.11,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,1569.187Mhz,31903,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.177.118.240,255.255.252.0,Y,N,d0:43:1e:d7:04:ce,10.177.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000818,Autoneg on 10000Mb/s Full Duplex,idrac-7VPQ382,iDRAC8,2.21.21.21,Static,10.177.124.148,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A10 (U3F2.01A10),8.3.7.34.3p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,na,na,na,na,8.2.0,na,na,8/2/2016
ausplemspprdb01,ausplemspprdb01.us.dell.com,PRODUCTION,Corporate Oracle WebCenter (COWC),GOCQ,"Stangl, Gabriela",OEL,7,PowerEdge M620,3ZB7842,2.5.2,Y,na,na,1.0.7,na,na,12xIntel(R) Xeon(R) E5-2630L,1200.000Mhz,31965,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.178.119.36,255.255.252.0,Y,N,54:9f:35:70:14:8e,10.178.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000818,Autoneg on 10000Mb/s Full Duplex,idrac-3ZB7842,na,na,Static,10.178.124.11,255.255.248.0,N,599.6 GB,na,599.6 GB,na,na,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A12 (U3F2.01A12),8.3.7.34.3p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-85.el7_2.1.x86_64,na,na,,10.178.119.37,ausplemspprdb01-vip.us.dell.com,8/2/2016
aussoaesbdapp01,aussoaesbdapp01.us.dell.com,PRODUCTION,Oracle Service Bus,GOCQ,"Kommana, Chuck",OEL,7,VMware Virtual Platform,VMware-42 27 b3 4f 21 88 65 22-84 f5 1a 98 56 cb f5 22,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,11849,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.141,255.255.240.0,N,N,00:50:56:a7:64:2c,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,42.9 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausdlmggec2db02,ausdlmggec2db02.us.dell.com,PRODUCTION,UDE- BLAZE,DCS,"Szymanski, Carlon",OEL,7,PowerEdge M620,BLWDR22,2.5.2,Y,na,5.11,1.0.7,PERC H710P,21.3.2-0005,12xIntel(R) Xeon(R) E5-2630L,2299.453Mhz,96473,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.160.202.42,255.255.255.0,Y,N,18:a9:9b:e8:f3:32,10.160.202.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000818,Autoneg on 10000Mb/s Full Duplex,idrac-BLWDR22,iDRAC7,2.10.10.10,Static,10.160.91.65,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,na,na,na,10.160.199.66,255.255.254.0,10.160.199.67,255.255.254.0,na,MPIO,device-mapper-multipath-0.4.9-85.el7_2.1.x86_64,na,na,8.3.0,10.160.202.43,ausdlmggec2db02-vip.us.dell.com,8/3/2016
ausdlmggec2db01,ausdlmggec2db01.us.dell.com,PREP,WEBLOGIC PLATFORM,GOCQ,"Kommana, Chuck",OEL,7,PowerEdge M620,BLWCR22,2.5.2,Y,na,5.11,1.0.7,PERC H710P,21.3.2-0005,12xIntel(R) Xeon(R) E5-2630L,1199.921Mhz,96473,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.160.202.38,255.255.255.0,Y,N,18:a9:9b:e8:f3:25,10.160.202.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000818,Autoneg on 10000Mb/s Full Duplex,idrac-BLWCR22,iDRAC7,2.10.10.10,Static,10.160.91.64,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,na,na,na,10.160.199.64,255.255.254.0,10.160.199.65,255.255.254.0,na,MPIO,device-mapper-multipath-0.4.9-85.el7_2.1.x86_64,na,na,8.3.0,10.160.202.39,ausdlmggec2db01-vip.us.dell.com,8/2/2016
ausflociupdb02,ausflociupdb02.us.dell.com,PREP,Octane,DCS,"Acharya, Harsh",OEL,6.5,PowerEdge M620,GPM8Q22,2.4.3,Y,na,5.11,1.0.7,PERC H710P,21.3.0-0009,12xIntel(R) Xeon(R) E5-2630L,2000.048Mhz,64378,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.177.68.162,255.255.248.0,Y,N,bc:30:5b:50:49:66,10.177.64.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000078a,Autoneg on 1000Mb/s Full Duplex,idrac-GPM8Q22,iDRAC7,1.57.57,Static,10.177.221.107,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A10 (U3F2.01A10); sli-3,8.3.7.21.4p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-72.0.1.el6_5.4.x86_64,na,na,7.4.0,10.177.68.163,ausflociupdb02-vip.us.dell.com,8/2/2016
ausfldpgtmweb02,ausfldpgtmweb02.us.dell.com,PREP,File Retrieval Server,GSD Business,"Yanez, Juanita",OEL,6.5,PowerEdge M630,CKBH282,2.0.1,N,na,5.11,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,2394.536Mhz,31994,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.166.136.123,255.255.255.0,Y,N,d0:43:1e:f2:2a:a6,10.166.136.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 10000Mb/s Full Duplex,idrac-CKBH282,iDRAC8,2.30.30.30,Static,10.177.124.151,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.2.0,na,na,8/2/2016
ausflociupdb01,ausflociupdb01.us.dell.com,PREP,WebSphere MQ Series,GOCQ,"Kommana, Chuck",OEL,6.5,PowerEdge M620,GPM5Q22,2.4.3,Y,na,5.11,1.0.7,PERC H710P,21.3.0-0009,12xIntel(R) Xeon(R) E5-2630L,1999.988Mhz,64378,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.177.68.160,255.255.248.0,Y,N,bc:30:5b:4e:90:66,10.177.64.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000078a,Autoneg on 1000Mb/s Full Duplex,idrac-GPM5Q22,iDRAC7,1.57.57,Static,10.177.221.108,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A10 (U3F2.01A10); sli-3,8.3.7.21.4p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-72.0.1.el6_5.4.x86_64,na,na,7.4.0,10.177.68.161,ausflociupdb01-vip.us.dell.com,8/2/2016
ausplddoppdb02,ausplddoppdb02.us.dell.com,PREP,Compliance Integration Services (CIS),ETS,"J, Ramesh",OEL,6.5,PowerEdge M620,3LM9842,2.5.4,Y,na,5.11,1.0.7,PERC H710P,21.3.2-0005,12xIntel(R) Xeon(R) E5-2630L,1999.947Mhz,32060,2.6.32-431.el6.x86_64,na,8.2.02.321,4.1.0.21708,10.178.118.160,255.255.252.0,Y,N,54:9f:35:6c:f8:34,10.178.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x80000818,Autoneg on 10000Mb/s Full Duplex,idrac-3LM9842,iDRAC7,2.30.30.30,Static,10.178.124.14,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,na,Emulex LPe1205-M 8Gb 2-port PCIe Fibre Channel Adapter,2.01A12 (U3F2.01A12); sli-3,8.3.7.21.4p; HBAAPI(I) v2.3.b; 07-12-10,na,na,na,na,na,MPIO,device-mapper-multipath-0.4.9-72.0.1.el6_5.4.x86_64,na,na,8.3.0,10.178.118.199,ausplddoppdb02-vip.us.dell.com,8/3/2016
u4vmdlboomiap02,u4vmdlboomiap02.us.dell.com,DEVELOPMENT,AppDynamics Application Performance Monitoring,IEO,"Herpich, Fernando",OEL,6.5,VMware Virtual Platform,VMware-42 3d aa 76 f2 29 e7 82-15 3d 82 54 de 26 c3 a2,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2199.999Mhz,3828,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.160.145.30,255.255.240.0,N,N,00:50:56:bd:65:87,10.160.144.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,53.7 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausslb2bidmz02,ausslb2bidmz02.us.dell.com,DEVELOPMENT,AppDynamics Application Performance Monitoring,IEO,"Herpich, Fernando",OEL,7,VMware Virtual Platform,VMware-42 27 14 36 63 02 6f fc-5f 44 b6 d9 84 d3 e2 ef,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,5801,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.166.209.28,255.255.254.0,N,N,00:50:56:a7:42:4c,10.166.208.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,53.7 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausulbiesplk01,ausulbiesplk01.us.dell.com,DEVELOPMENT,File Upload Server,GSD Business,"Yanez, Juanita",OEL,7,VMware Virtual Platform,VMware-42 27 d2 60 65 56 76 1e-71 ce 3e 82 8a b2 83 36,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3785,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.118,255.255.240.0,N,N,00:50:56:a7:11:7e,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,21.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausplabi10,ausplabi10.us.dell.com,DEVELOPMENT,File Upload Server,GSD Business,"Yanez, Juanita",OEL,6.5,PowerEdge M620,B3843W1,2.5.2,N,na,5.11,na,PERC H710P,21.3.2-0005,24xIntel(R) Xeon(R) E5-2630L,2000.009Mhz,32057,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.178.70.119,255.255.248.0,Y,N,5c:f9:dd:1a:9e:c3,10.178.64.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 1000Mb/s Full Duplex,RACADM Error/RAC Not Configured,iDRAC7,2.21.21.21,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,599.6 GB,RAID-1,599.6 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.2.0,na,na,8/3/2016
ausulbiesplk02,ausulbiesplk02.us.dell.com,DEVELOPMENT,Functional API (FAPI),GSD Business,"Yanez, Juanita",OEL,7,VMware Virtual Platform,VMware-42 27 3f 28 fc 4e 5f 35-a8 17 eb 99 7b 52 01 52,6,N,na,na,na,na,na,4xIntel(R) Xeon(R) E5-2660,2200.000Mhz,5801,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.161.1.119,255.255.240.0,N,N,00:50:56:a7:79:09,10.161.0.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,21.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/3/2016
ausplabi09,ausplabi09.us.dell.com,DEVELOPMENT,HARMONY SALES TOOL,DCS,"Shaw, Bill",OEL,6.5,PowerEdge M620,93843W1,2.5.2,N,na,5.11,na,PERC H710P,21.3.2-0005,24xIntel(R) Xeon(R) E5-2630L,2000.007Mhz,32057,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.178.70.118,255.255.248.0,Y,N,5c:f9:dd:1a:f4:aa,10.178.64.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 1000Mb/s Full Duplex,RACADM Error/RAC Not Configured,iDRAC7,2.21.21.21,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,RACADM Error/RAC Not Configured,599.6 GB,RAID-1,599.6 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.2.0,na,na,8/2/2016
ausplfpprd02,ausplfpprd02.us.dell.com,DR,SupportAssist Intelligence Engine (SAIE)-AMDB,GSD Business,"Yanez, Juanita",OEL,6.5,VMware Virtual Platform,VMware-42 10 85 6f c9 06 af 09-23 bf ee 7a 62 11 95 d0,6,N,na,na,na,na,na,2xIntel(R) Xeon(R) E5-2660,2200.000Mhz,3828,2.6.32-431.el6.x86_64,na,8.5.00.469,4.1.0.21708,10.177.51.190,255.255.240.0,N,N,00:50:56:90:3f:2c,10.177.48.1,VMware VMXNET3 Ethernet Controller (rev 01),vmxnet3,na,Autoneg off 10000Mb/s Full Duplex,na,na,na,na,na,na,na,26.8 GB,na,26.8 GB,na,21.5 GB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8/2/2016
ausflesdata07,ausflesdata07.us.dell.com,DR,PLATFORM INFRASTRUCTURE,IEO,"White, Spike",OEL,7,PowerEdge M630,DH55282,1.4.5,N,na,5.11,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,3199.125Mhz,64157,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.177.118.172,255.255.252.0,Y,N,d0:43:1e:c7:d5:b5,10.177.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 10000Mb/s Full Duplex,idrac-DH55282,iDRAC8,2.21.21.21,Static,10.177.124.121,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,na,na,na,na,na,na,na,na,na,na,na,na,8.1.0,na,na,8/2/2016
ausflm2gapcdb04.us.dell.com,ausflm2gapcdb04.us.dell.com SCRIPT FAILURE,DR,SupportAssist Intelligence Engine (SAIE)-AMDB,GSD Business,"Yanez, Juanita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ausflesdata09,ausflesdata09.us.dell.com,DR,Compliance Integration Services (CIS),ETS,"J, Ramesh",OEL,7,PowerEdge M630,DH5G282,1.4.5,N,na,5.11,1.0.5,PERC H730P,25.3.0.0016,32xIntel(R) Xeon(R) E5-2630,2152.031Mhz,64157,3.10.0-123.13.2.el7.x86_64,na,8.2.02.321,4.1.0.21708,10.177.118.174,255.255.252.0,Y,N,d0:43:1e:e5:21:fb,10.177.116.1,Intel Corporation 82599 10 Gigabit Dual Port Backplane Connection (rev 01),ixgbe,0x8000086d,Autoneg on 10000Mb/s Full Duplex,idrac-DH5G282,iDRAC8,2.21.21.21,Static,10.177.124.123,255.255.248.0,N,599.6 GB,RAID-1,599.6 GB,na,7969 MB,na,na,na,na,na,na,na,na,na,na,na,na,8.1.0,na,na,8/3/2016
